,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
8021,-118.42,34.25,36.0,1430.0,331.0,1502.0,312.0,3.6292,145200.0
8022,-118.42,34.24,36.0,1181.0,220.0,775.0,218.0,4.7228,183800.0
8023,-118.42,34.24,35.0,1507.0,281.0,1025.0,286.0,4.5833,177200.0
8024,-118.42,34.24,17.0,2049.0,548.0,2243.0,541.0,2.525,163700.0
8025,-118.42,34.23,34.0,1550.0,279.0,1011.0,288.0,4.5375,189000.0
8026,-118.42,34.23,33.0,2478.0,457.0,1567.0,446.0,5.6629,186700.0
8027,-118.42,34.22,34.0,3004.0,589.0,1938.0,568.0,4.1857,198600.0
8028,-118.42,34.22,29.0,1807.0,323.0,1234.0,310.0,5.3767,233000.0
8029,-118.42,34.21,29.0,2893.0,543.0,1636.0,540.0,5.1586,237400.0
8030,-118.42,34.2,34.0,161.0,48.0,66.0,33.0,1.0,187500.0
8031,-118.42,34.2,27.0,3201.0,970.0,3403.0,948.0,2.2377,231700.0
8032,-118.42,34.2,24.0,3148.0,908.0,2850.0,839.0,1.9549,221500.0
8033,-118.42,34.19,34.0,2622.0,572.0,1997.0,573.0,3.338,222500.0
8034,-118.42,34.19,33.0,3353.0,790.0,2318.0,775.0,2.2589,269700.0
8035,-118.42,34.19,33.0,3285.0,830.0,2281.0,786.0,2.6165,230800.0
8036,-118.42,34.18,40.0,1013.0,150.0,449.0,166.0,5.7143,382400.0
8037,-118.42,34.18,31.0,2887.0,646.0,1626.0,637.0,3.6745,335500.0
8038,-118.42,34.18,30.0,1323.0,353.0,856.0,333.0,3.3594,202200.0
8039,-118.42,34.18,27.0,3760.0,880.0,2022.0,812.0,3.1551,225600.0
8040,-118.42,34.17,31.0,2235.0,363.0,914.0,370.0,6.1359,359700.0
8041,-118.42,34.16,46.0,54.0,9.0,20.0,6.0,0.536,375000.0
8042,-118.42,34.16,28.0,4664.0,1040.0,1963.0,961.0,3.9028,367900.0
8043,-118.42,34.16,25.0,2769.0,566.0,1201.0,545.0,3.6641,386100.0
8044,-118.42,34.16,17.0,277.0,70.0,119.0,59.0,4.0208,341700.0
8045,-118.42,34.15,48.0,680.0,131.0,268.0,126.0,4.615,371400.0
8046,-118.42,34.15,31.0,1861.0,430.0,736.0,360.0,5.2853,355900.0
8047,-118.42,34.15,18.0,1880.0,420.0,681.0,333.0,4.3214,372300.0
8048,-118.42,34.14,27.0,3990.0,892.0,1417.0,800.0,4.0439,500001.0
8049,-118.42,34.13,38.0,3830.0,518.0,1292.0,516.0,12.7823,500001.0
8050,-118.42,34.08,48.0,2413.0,261.0,770.0,248.0,15.0001,500001.0
8051,-118.42,34.08,46.0,1399.0,148.0,410.0,152.0,15.0001,500001.0
8052,-118.42,34.06,52.0,1881.0,334.0,640.0,321.0,6.871,500001.0
8053,-118.42,34.06,44.0,533.0,90.0,291.0,97.0,10.8045,500001.0
8054,-118.42,34.06,40.0,2933.0,565.0,1077.0,536.0,6.1527,500001.0
8055,-118.42,34.05,38.0,4888.0,1126.0,1698.0,937.0,4.8304,500001.0
8056,-118.42,34.05,33.0,2921.0,652.0,1124.0,608.0,5.0151,500001.0
8057,-118.42,34.04,52.0,1358.0,272.0,574.0,267.0,5.6454,500001.0
8058,-118.42,34.04,51.0,1975.0,348.0,771.0,357.0,6.626,500001.0
8059,-118.42,34.04,46.0,1508.0,276.0,639.0,273.0,4.925,409800.0
8060,-118.42,34.03,45.0,1262.0,223.0,637.0,221.0,5.0866,427300.0
8061,-118.42,34.03,44.0,904.0,176.0,358.0,158.0,3.3542,344200.0
8062,-118.42,34.03,44.0,629.0,131.0,326.0,156.0,4.5278,374300.0
8063,-118.42,34.02,34.0,2995.0,942.0,2626.0,947.0,2.2402,450000.0
8064,-118.42,34.02,22.0,3292.0,1134.0,1655.0,898.0,3.1746,348800.0
8065,-118.42,34.02,21.0,3244.0,815.0,1423.0,781.0,3.6488,340800.0
8066,-118.42,34.01,42.0,1700.0,438.0,997.0,436.0,2.9213,305000.0
8067,-118.42,34.01,42.0,1594.0,369.0,952.0,362.0,3.099,335400.0
8068,-118.42,34.01,33.0,2731.0,535.0,1280.0,510.0,4.7083,420100.0
8069,-118.42,34.01,32.0,1300.0,356.0,703.0,311.0,3.5667,394000.0
8070,-118.42,34.01,29.0,1996.0,489.0,960.0,449.0,3.6611,344200.0
8071,-118.42,34.0,45.0,1807.0,355.0,883.0,371.0,5.0357,329800.0
8072,-118.42,34.0,31.0,1930.0,456.0,1002.0,410.0,3.9798,458600.0
8073,-118.42,34.0,14.0,3771.0,1180.0,2355.0,978.0,3.1603,287500.0
8074,-118.42,33.99,38.0,740.0,171.0,599.0,194.0,4.0893,248900.0
8075,-118.42,33.99,35.0,1724.0,419.0,1079.0,394.0,4.5521,263800.0
8076,-118.42,33.99,35.0,1701.0,482.0,1428.0,494.0,3.725,284600.0
8077,-118.42,33.98,3.0,475.0,155.0,236.0,153.0,3.6667,450000.0
8078,-118.42,33.97,44.0,1462.0,240.0,562.0,237.0,4.9375,365200.0
8079,-118.42,33.96,44.0,1282.0,216.0,494.0,209.0,5.618,365900.0
8080,-118.42,33.96,24.0,4393.0,966.0,1257.0,579.0,5.0714,356100.0
8081,-118.42,33.93,39.0,2988.0,605.0,1466.0,610.0,4.9286,341400.0
8082,-118.42,33.93,28.0,4603.0,993.0,2191.0,943.0,4.5743,382200.0
8083,-118.42,33.92,41.0,1621.0,279.0,756.0,277.0,5.0594,346000.0
8084,-118.42,33.92,25.0,3521.0,852.0,1524.0,764.0,3.8086,361300.0
8085,-118.42,33.9,43.0,1394.0,321.0,552.0,296.0,5.9596,500001.0
8086,-118.42,33.9,37.0,1576.0,345.0,662.0,340.0,5.308,500001.0
8087,-118.42,33.9,29.0,1929.0,523.0,686.0,455.0,5.5347,500001.0
8088,-118.42,33.85,43.0,1584.0,477.0,799.0,433.0,5.0322,435000.0
8089,-118.42,33.78,36.0,2093.0,303.0,802.0,300.0,8.0957,500001.0
8090,-118.42,33.75,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,500001.0
8091,-118.43,37.4,19.0,2460.0,405.0,1225.0,425.0,4.1576,141500.0
8092,-118.43,34.43,5.0,21113.0,4386.0,9842.0,3886.0,4.2037,194600.0
8093,-118.43,34.42,13.0,3600.0,580.0,1799.0,576.0,6.2971,218300.0
8094,-118.43,34.33,18.0,5891.0,920.0,2882.0,911.0,5.901,235600.0
8095,-118.43,34.32,34.0,2657.0,515.0,1948.0,532.0,4.233,157400.0
8096,-118.43,34.3,33.0,2443.0,498.0,1601.0,484.0,4.0223,146000.0
8097,-118.43,34.3,28.0,271.0,61.0,246.0,62.0,1.7062,164600.0
8098,-118.43,34.29,50.0,1181.0,265.0,1196.0,269.0,3.2095,167000.0
8099,-118.43,34.29,39.0,1769.0,410.0,1499.0,390.0,3.1212,153500.0
8100,-118.43,34.29,38.0,1704.0,347.0,1384.0,374.0,2.865,155500.0
8101,-118.43,34.29,38.0,1237.0,298.0,1073.0,293.0,3.6726,154600.0
8102,-118.43,34.28,30.0,1384.0,308.0,2054.0,301.0,3.0132,142600.0
8103,-118.43,34.28,27.0,862.0,280.0,1243.0,267.0,2.3724,154200.0
8104,-118.43,34.27,31.0,1130.0,276.0,1533.0,269.0,4.2353,156800.0
8105,-118.43,34.26,30.0,1246.0,373.0,1990.0,369.0,3.5104,140900.0
8106,-118.43,34.25,38.0,921.0,239.0,1023.0,241.0,3.4514,151900.0
8107,-118.43,34.25,35.0,1447.0,335.0,1630.0,306.0,2.9205,143100.0
8108,-118.43,34.25,32.0,2433.0,553.0,2318.0,532.0,3.6384,159300.0
8109,-118.43,34.24,36.0,1488.0,313.0,1221.0,296.0,4.0208,171400.0
8110,-118.43,34.24,36.0,1379.0,265.0,896.0,246.0,4.6827,183800.0
8111,-118.43,34.24,35.0,1488.0,293.0,1112.0,288.0,4.4688,182500.0
8112,-118.43,34.24,35.0,1416.0,261.0,995.0,272.0,3.7143,178700.0
8113,-118.43,34.23,37.0,1737.0,369.0,1061.0,356.0,3.9615,173700.0
8114,-118.43,34.23,35.0,2049.0,390.0,1286.0,385.0,4.4432,181500.0
8115,-118.43,34.23,35.0,1225.0,228.0,720.0,231.0,3.4013,176500.0
8116,-118.43,34.22,36.0,1372.0,295.0,774.0,306.0,3.6618,187300.0
8117,-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,233700.0
8118,-118.43,34.21,26.0,2867.0,671.0,1955.0,640.0,4.125,226500.0
8119,-118.43,34.21,17.0,3667.0,1209.0,2636.0,1054.0,2.425,175500.0
8120,-118.43,34.2,28.0,3386.0,815.0,2240.0,737.0,3.0221,290100.0
8121,-118.43,34.2,20.0,4090.0,1271.0,2824.0,1053.0,2.773,140500.0
8122,-118.43,34.19,27.0,3440.0,739.0,1827.0,712.0,4.125,245500.0
8123,-118.43,34.18,33.0,2717.0,662.0,1546.0,597.0,3.9099,267500.0
8124,-118.43,34.18,25.0,3830.0,1105.0,2328.0,1017.0,2.6238,210000.0
8125,-118.43,34.18,22.0,2052.0,568.0,1254.0,572.0,2.6364,271100.0
8126,-118.43,34.17,42.0,777.0,102.0,284.0,113.0,11.2093,500001.0
8127,-118.43,34.17,37.0,1982.0,331.0,794.0,340.0,5.9275,336900.0
8128,-118.43,34.17,35.0,2922.0,507.0,1130.0,485.0,5.451,341800.0
8129,-118.43,34.17,34.0,2180.0,424.0,906.0,429.0,4.4464,353100.0
8130,-118.43,34.17,32.0,3202.0,696.0,1573.0,621.0,3.4449,292900.0
8131,-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,343400.0
8132,-118.43,34.16,40.0,1134.0,184.0,452.0,187.0,4.569,333900.0
8133,-118.43,34.16,34.0,2622.0,467.0,1233.0,476.0,4.0474,379700.0
8134,-118.43,34.16,34.0,2459.0,489.0,1139.0,463.0,4.0347,353600.0
8135,-118.43,34.15,42.0,1293.0,214.0,459.0,217.0,7.672,467600.0
8136,-118.43,34.15,31.0,1856.0,425.0,795.0,426.0,2.8448,360600.0
8137,-118.43,34.15,28.0,6270.0,1706.0,2549.0,1497.0,3.2241,295800.0
8138,-118.43,34.15,26.0,2900.0,667.0,1090.0,590.0,3.7125,447400.0
8139,-118.43,34.14,44.0,1693.0,239.0,498.0,216.0,10.9237,500001.0
8140,-118.43,34.13,37.0,4400.0,695.0,1521.0,666.0,8.2954,500001.0
8141,-118.43,34.11,27.0,10806.0,1440.0,3511.0,1352.0,12.7296,500001.0
8142,-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,500001.0
8143,-118.43,34.07,38.0,3251.0,656.0,1251.0,593.0,7.7382,500001.0
8144,-118.43,34.07,34.0,3203.0,483.0,949.0,439.0,10.3467,500001.0
8145,-118.43,34.06,41.0,1463.0,267.0,601.0,267.0,5.3777,500001.0
8146,-118.43,34.06,38.0,2982.0,664.0,1122.0,572.0,4.1908,500001.0
8147,-118.43,34.06,20.0,4600.0,1018.0,1675.0,932.0,5.1999,500001.0
8148,-118.43,34.06,11.0,3184.0,641.0,911.0,463.0,7.2675,500001.0
8149,-118.43,34.05,52.0,1693.0,290.0,727.0,305.0,6.7115,500001.0
8150,-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,3.9673,477300.0
8151,-118.43,34.05,22.0,4251.0,1073.0,1581.0,881.0,5.2555,500001.0
8152,-118.43,34.04,52.0,1782.0,308.0,735.0,307.0,5.2954,485100.0
8153,-118.43,34.04,42.0,2725.0,569.0,1115.0,516.0,4.5833,427500.0
8154,-118.43,34.03,45.0,1740.0,311.0,788.0,306.0,5.2099,373600.0
8155,-118.43,34.03,39.0,1733.0,429.0,855.0,387.0,3.2308,340800.0
8156,-118.43,34.03,26.0,1706.0,516.0,894.0,435.0,3.1875,372700.0
8157,-118.43,34.02,42.0,1528.0,244.0,634.0,242.0,8.1631,500001.0
8158,-118.43,34.02,38.0,2172.0,437.0,830.0,368.0,3.9091,500001.0
8159,-118.43,34.01,41.0,1527.0,279.0,746.0,285.0,6.4232,446600.0
8160,-118.43,34.01,31.0,2526.0,528.0,1046.0,504.0,4.7009,500001.0
8161,-118.43,34.01,27.0,3133.0,1021.0,2242.0,1002.0,2.697,412500.0
8162,-118.43,34.0,37.0,1340.0,358.0,1008.0,340.0,3.7614,314300.0
8163,-118.43,34.0,30.0,2148.0,597.0,1341.0,559.0,3.3995,324000.0
8164,-118.43,34.0,28.0,6128.0,1963.0,3586.0,1815.0,2.7058,310900.0
8165,-118.43,33.99,45.0,1899.0,461.0,1260.0,415.0,2.6667,320000.0
8166,-118.43,33.99,43.0,2483.0,548.0,1212.0,493.0,4.0189,302900.0
8167,-118.43,33.99,42.0,2558.0,558.0,1328.0,541.0,4.875,301300.0
8168,-118.43,33.99,35.0,2243.0,495.0,1135.0,465.0,4.3281,324000.0
8169,-118.43,33.98,19.0,8324.0,1590.0,2927.0,1538.0,7.5426,351700.0
8170,-118.43,33.97,16.0,70.0,7.0,17.0,4.0,7.7197,500001.0
8171,-118.43,33.96,38.0,1104.0,216.0,415.0,163.0,6.1985,422000.0
8172,-118.43,33.96,16.0,14891.0,3984.0,6270.0,3595.0,5.1064,283200.0
8173,-118.43,33.9,27.0,1536.0,377.0,553.0,326.0,5.4088,500001.0
8174,-118.43,33.87,41.0,847.0,173.0,344.0,170.0,6.822,500001.0
8175,-118.43,33.86,34.0,358.0,87.0,162.0,84.0,7.1264,500001.0
8176,-118.43,33.83,19.0,6206.0,1611.0,2455.0,1472.0,5.145,420200.0
8177,-118.43,33.82,34.0,2112.0,614.0,946.0,574.0,4.6048,500001.0
8178,-118.44,35.75,23.0,3166.0,700.0,1097.0,493.0,2.6288,96000.0
8179,-118.44,35.13,34.0,1170.0,290.0,602.0,266.0,1.7917,80000.0
8180,-118.44,35.13,21.0,1899.0,447.0,1133.0,391.0,1.8636,67900.0
8181,-118.44,34.5,5.0,1514.0,220.0,1355.0,215.0,8.1344,359000.0
8182,-118.44,34.32,14.0,6235.0,1286.0,3568.0,1190.0,4.1724,211600.0
8183,-118.44,34.31,22.0,3182.0,822.0,2661.0,746.0,2.7472,160100.0
8184,-118.44,34.29,35.0,2606.0,447.0,1555.0,404.0,4.6864,193800.0
8185,-118.44,34.29,32.0,1260.0,382.0,1434.0,342.0,2.0286,122900.0
8186,-118.44,34.29,30.0,1632.0,401.0,1357.0,401.0,3.1588,160100.0
8187,-118.44,34.28,47.0,843.0,194.0,800.0,180.0,3.3687,151700.0
8188,-118.44,34.28,46.0,11.0,11.0,24.0,13.0,2.875,162500.0
8189,-118.44,34.28,38.0,1156.0,305.0,1359.0,289.0,2.5147,137100.0
8190,-118.44,34.28,37.0,944.0,244.0,1107.0,235.0,1.9688,144100.0
8191,-118.44,34.28,32.0,527.0,146.0,582.0,143.0,1.7708,138800.0
8192,-118.44,34.27,35.0,777.0,187.0,1022.0,186.0,3.4,139600.0
8193,-118.44,34.27,29.0,1701.0,419.0,1616.0,371.0,3.3603,142400.0
8194,-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124,174300.0
8195,-118.44,34.26,34.0,1102.0,212.0,949.0,212.0,4.0792,165100.0
8196,-118.44,34.26,28.0,1077.0,288.0,1377.0,293.0,3.9167,153900.0
8197,-118.44,34.25,33.0,1121.0,231.0,1038.0,236.0,4.8958,173700.0
8198,-118.44,34.24,35.0,2344.0,435.0,1531.0,399.0,3.725,178200.0
8199,-118.44,34.23,36.0,1730.0,387.0,1099.0,353.0,4.0368,183100.0
8200,-118.44,34.22,41.0,1582.0,399.0,1159.0,378.0,2.825,168600.0
8201,-118.44,34.22,41.0,1030.0,214.0,664.0,223.0,3.8083,183800.0
8202,-118.44,34.22,39.0,1529.0,344.0,913.0,314.0,3.325,178200.0
8203,-118.44,34.22,36.0,1191.0,266.0,718.0,248.0,3.4612,178800.0
8204,-118.44,34.21,37.0,1665.0,335.0,1011.0,343.0,4.8703,185100.0
8205,-118.44,34.21,20.0,5756.0,1477.0,4031.0,1369.0,3.2448,221200.0
8206,-118.44,34.2,36.0,2698.0,623.0,1544.0,554.0,2.7375,234900.0
8207,-118.44,34.2,35.0,1717.0,478.0,1628.0,495.0,2.5197,225600.0
8208,-118.44,34.2,17.0,2934.0,950.0,2517.0,889.0,2.936,232500.0
8209,-118.44,34.19,37.0,1516.0,344.0,983.0,347.0,5.0,243600.0
8210,-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709,215500.0
8211,-118.44,34.18,35.0,972.0,270.0,550.0,256.0,2.2461,215000.0
8212,-118.44,34.18,33.0,2127.0,414.0,1056.0,391.0,4.375,286100.0
8213,-118.44,34.18,17.0,1546.0,592.0,2423.0,556.0,2.1977,154200.0
8214,-118.44,34.17,29.0,2685.0,642.0,1085.0,599.0,3.2763,279400.0
8215,-118.44,34.16,35.0,3080.0,642.0,1362.0,623.0,4.1218,328500.0
8216,-118.44,34.15,37.0,1335.0,286.0,539.0,279.0,3.2813,301700.0
8217,-118.44,34.15,29.0,5474.0,1457.0,2352.0,1326.0,3.415,382500.0
8218,-118.44,34.15,15.0,4420.0,1076.0,1669.0,1016.0,4.6375,359100.0
8219,-118.44,34.09,36.0,3129.0,392.0,862.0,334.0,15.0001,500001.0
8220,-118.44,34.07,35.0,1973.0,332.0,1257.0,296.0,8.9565,500001.0
8221,-118.44,34.07,26.0,3535.0,748.0,1322.0,666.0,7.1674,500001.0
8222,-118.44,34.07,21.0,730.0,263.0,965.0,224.0,2.0511,350000.0
8223,-118.44,34.06,9.0,5102.0,1695.0,2609.0,1450.0,3.2545,500001.0
8224,-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,500001.0
8225,-118.44,34.06,14.0,520.0,292.0,282.0,213.0,2.2857,500001.0
8226,-118.44,34.06,13.0,4833.0,1119.0,1649.0,807.0,6.2389,500001.0
8227,-118.44,34.05,22.0,3970.0,871.0,1588.0,791.0,4.8618,500001.0
8228,-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,4.1141,305000.0
8229,-118.44,34.05,18.0,4780.0,1192.0,1886.0,1036.0,4.4674,500001.0
8230,-118.44,34.05,15.0,5368.0,1312.0,2269.0,1232.0,5.7097,316700.0
8231,-118.44,34.04,31.0,2670.0,662.0,1535.0,631.0,3.0714,347800.0
8232,-118.44,34.04,16.0,18.0,6.0,3.0,4.0,0.536,350000.0
8233,-118.44,34.03,41.0,1164.0,265.0,561.0,251.0,4.2411,350900.0
8234,-118.44,34.03,37.0,975.0,189.0,489.0,202.0,4.2434,331000.0
8235,-118.44,34.03,37.0,1193.0,205.0,488.0,224.0,3.625,357600.0
8236,-118.44,34.03,30.0,1039.0,303.0,606.0,274.0,3.125,343800.0
8237,-118.44,34.02,39.0,3278.0,632.0,1321.0,617.0,6.2917,465700.0
8238,-118.44,34.02,37.0,1592.0,308.0,783.0,321.0,6.2583,386000.0
8239,-118.44,34.02,32.0,2242.0,490.0,921.0,461.0,4.0429,500001.0
8240,-118.44,34.01,43.0,1408.0,246.0,651.0,240.0,4.5795,400000.0
8241,-118.44,34.01,42.0,2061.0,396.0,907.0,393.0,6.0804,420000.0
8242,-118.44,34.01,41.0,1309.0,221.0,534.0,228.0,5.1708,418800.0
8243,-118.44,34.0,44.0,1798.0,353.0,835.0,314.0,4.75,355800.0
8244,-118.44,34.0,44.0,1462.0,338.0,821.0,341.0,2.599,362200.0
8245,-118.44,34.0,41.0,1562.0,377.0,874.0,368.0,4.1083,324300.0
8246,-118.44,34.0,40.0,1287.0,346.0,806.0,311.0,3.875,321300.0
8247,-118.44,34.0,22.0,5822.0,1707.0,3335.0,1585.0,3.1579,243100.0
8248,-118.44,33.99,43.0,1432.0,308.0,782.0,303.0,4.3333,303900.0
8249,-118.44,33.96,33.0,2799.0,491.0,978.0,447.0,5.6435,500001.0
8250,-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,500001.0
8251,-118.44,33.81,33.0,3994.0,990.0,1647.0,931.0,5.0106,500001.0
8252,-118.44,33.79,27.0,2141.0,260.0,635.0,240.0,11.6648,500001.0
8253,-118.45,37.7,15.0,2199.0,453.0,899.0,347.0,2.35,107800.0
8254,-118.45,37.37,26.0,3135.0,524.0,1385.0,523.0,4.337,139700.0
8255,-118.45,35.62,18.0,2304.0,527.0,782.0,390.0,1.4141,75800.0
8256,-118.45,35.58,16.0,5396.0,1182.0,1802.0,807.0,1.8819,69700.0
8257,-118.45,34.44,16.0,13406.0,2574.0,7030.0,2440.0,4.6861,187900.0
8258,-118.45,34.31,9.0,1739.0,358.0,820.0,323.0,4.0556,182500.0
8259,-118.45,34.31,28.0,1532.0,287.0,977.0,275.0,4.4773,173100.0
8260,-118.45,34.3,35.0,4085.0,919.0,3988.0,906.0,3.4812,160200.0
8261,-118.45,34.3,27.0,2676.0,652.0,2661.0,623.0,4.3047,152100.0
8262,-118.45,34.29,30.0,762.0,228.0,840.0,226.0,2.3375,154200.0
8263,-118.45,34.28,38.0,1527.0,332.0,1303.0,340.0,3.5714,152000.0
8264,-118.45,34.28,36.0,2602.0,638.0,2780.0,620.0,2.7155,149800.0
8265,-118.45,34.27,35.0,1579.0,300.0,1012.0,265.0,5.1296,195900.0
8266,-118.45,34.27,33.0,1194.0,229.0,839.0,230.0,3.705,185800.0
8267,-118.45,34.26,35.0,1724.0,311.0,992.0,315.0,4.8359,195600.0
8268,-118.45,34.26,35.0,1637.0,300.0,894.0,302.0,4.175,209600.0
8269,-118.45,34.25,34.0,2094.0,380.0,1207.0,380.0,5.2801,212300.0
8270,-118.45,34.24,7.0,3299.0,794.0,2343.0,647.0,3.0865,205900.0
8271,-118.45,34.24,11.0,9053.0,2193.0,7096.0,2038.0,3.5082,136500.0
8272,-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584,157600.0
8273,-118.45,34.22,8.0,2609.0,786.0,1803.0,695.0,2.7714,185700.0
8274,-118.45,34.22,24.0,3442.0,1168.0,4625.0,1097.0,2.0699,183000.0
8275,-118.45,34.21,30.0,2331.0,733.0,2172.0,707.0,2.1888,195600.0
8276,-118.45,34.2,19.0,3666.0,1150.0,2657.0,1090.0,2.9688,202100.0
8277,-118.45,34.2,18.0,2729.0,800.0,2099.0,742.0,2.5842,230800.0
8278,-118.45,34.19,11.0,2479.0,900.0,2466.0,855.0,2.2264,181300.0
8279,-118.45,34.18,39.0,1810.0,388.0,839.0,380.0,3.7171,228800.0
8280,-118.45,34.18,22.0,2516.0,826.0,3350.0,713.0,2.0192,158300.0
8281,-118.45,34.17,33.0,3100.0,687.0,1388.0,658.0,4.3333,261300.0
8282,-118.45,34.17,21.0,2152.0,527.0,996.0,470.0,3.2386,277300.0
8283,-118.45,34.16,33.0,2544.0,500.0,1035.0,492.0,4.475,314800.0
8284,-118.45,34.16,22.0,7828.0,2038.0,3303.0,1922.0,3.6171,318300.0
8285,-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105,272600.0
8286,-118.45,34.15,20.0,3876.0,799.0,1334.0,753.0,4.5656,478400.0
8287,-118.45,34.15,10.0,1091.0,260.0,517.0,266.0,4.1727,332600.0
8288,-118.45,34.14,33.0,1741.0,274.0,588.0,267.0,7.9625,490800.0
8289,-118.45,34.1,31.0,6675.0,842.0,2092.0,796.0,11.8442,500001.0
8290,-118.45,34.08,52.0,1500.0,176.0,384.0,145.0,7.1576,500001.0
8291,-118.45,34.07,13.0,4284.0,1452.0,3806.0,1252.0,1.3125,350000.0
8292,-118.45,34.06,52.0,204.0,34.0,1154.0,28.0,9.337,500001.0
8293,-118.45,34.06,20.0,3367.0,1264.0,2667.0,1131.0,2.2444,500000.0
8294,-118.45,34.05,23.0,4099.0,1287.0,2103.0,1217.0,3.7549,275000.0
8295,-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,277500.0
8296,-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,3.6673,283300.0
8297,-118.45,34.04,19.0,3330.0,1010.0,1837.0,915.0,3.0173,393800.0
8298,-118.45,34.03,45.0,727.0,168.0,520.0,175.0,2.6528,300000.0
8299,-118.45,34.03,41.0,1240.0,320.0,711.0,304.0,3.3482,318100.0
8300,-118.45,34.03,39.0,1657.0,402.0,931.0,363.0,3.7813,336300.0
8301,-118.45,34.02,45.0,1230.0,201.0,565.0,219.0,6.3521,493400.0
8302,-118.45,34.02,41.0,2956.0,700.0,1212.0,645.0,3.4583,421900.0
8303,-118.45,34.01,40.0,1361.0,240.0,559.0,229.0,6.3516,354300.0
8304,-118.45,34.01,37.0,1328.0,250.0,626.0,228.0,5.8666,440100.0
8305,-118.45,34.01,36.0,2424.0,418.0,1123.0,417.0,6.4755,405800.0
8306,-118.45,34.0,48.0,1923.0,408.0,1142.0,433.0,4.575,326700.0
8307,-118.45,34.0,43.0,1606.0,408.0,862.0,354.0,3.962,345800.0
8308,-118.45,34.0,39.0,1909.0,359.0,867.0,345.0,4.7,334700.0
8309,-118.45,33.99,52.0,1829.0,472.0,779.0,424.0,3.1607,339000.0
8310,-118.45,33.99,52.0,1010.0,244.0,573.0,242.0,4.1861,363200.0
8311,-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,343100.0
8312,-118.45,33.99,33.0,3125.0,785.0,1720.0,713.0,2.9722,325000.0
8313,-118.45,33.99,26.0,1919.0,405.0,953.0,371.0,6.0672,420800.0
8314,-118.45,33.96,36.0,2723.0,547.0,1090.0,519.0,6.3267,500001.0
8315,-118.45,33.8,31.0,4803.0,575.0,1490.0,577.0,11.9993,500001.0
8316,-118.46,35.13,19.0,3109.0,640.0,1457.0,620.0,2.6417,94900.0
8317,-118.46,35.12,16.0,4084.0,812.0,2033.0,668.0,3.2405,85500.0
8318,-118.46,34.42,25.0,2988.0,525.0,1884.0,513.0,4.7007,169500.0
8319,-118.46,34.4,12.0,25957.0,4798.0,10475.0,4490.0,4.542,195300.0
8320,-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,194100.0
8321,-118.46,34.31,24.0,2920.0,601.0,1460.0,598.0,4.2708,218200.0
8322,-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,158500.0
8323,-118.46,34.29,24.0,3668.0,890.0,3151.0,810.0,3.0526,183300.0
8324,-118.46,34.28,23.0,1663.0,302.0,1242.0,283.0,5.5931,217600.0
8325,-118.46,34.27,30.0,1576.0,282.0,1004.0,284.0,4.8015,179700.0
8326,-118.46,34.26,36.0,1394.0,254.0,761.0,262.0,4.9485,217100.0
8327,-118.46,34.25,33.0,2202.0,433.0,1135.0,407.0,4.2143,224200.0
8328,-118.46,34.25,32.0,2217.0,422.0,1064.0,427.0,3.6989,208600.0
8329,-118.46,34.23,20.0,4609.0,1499.0,5349.0,1377.0,2.7121,169400.0
8330,-118.46,34.23,19.0,9902.0,2814.0,7307.0,2660.0,2.585,145400.0
8331,-118.46,34.23,16.0,6338.0,1768.0,4718.0,1632.0,3.0187,154600.0
8332,-118.46,34.22,39.0,1500.0,333.0,998.0,309.0,3.9625,168200.0
8333,-118.46,34.22,35.0,2288.0,617.0,2222.0,566.0,2.6299,170700.0
8334,-118.46,34.22,31.0,2057.0,601.0,2397.0,579.0,2.871,184400.0
8335,-118.46,34.21,7.0,2081.0,657.0,1456.0,535.0,3.5,186900.0
8336,-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893,205600.0
8337,-118.46,34.2,13.0,2926.0,816.0,1867.0,802.0,3.5255,202700.0
8338,-118.46,34.19,35.0,1491.0,295.0,779.0,309.0,6.1142,256300.0
8339,-118.46,34.19,20.0,5992.0,1820.0,4826.0,1632.0,2.7237,233500.0
8340,-118.46,34.18,33.0,1791.0,386.0,844.0,397.0,4.5081,251400.0
